task_id,task_name,arrival_time,execution_time,deadline,priority,cpu_req,memory_req,storage_req,data_transfer_size,task_type,dependencies,sla_critical
T8364,Task_8364,12,4,81,3,4,445,556,117,data-intensive,"T2284,T1229",False
T8365,Task_8365,6,3,81,3,1,574,955,77,IO-bound,"T7919,T1387",True
T8366,Task_8366,30,2,31,2,1,337,574,308,IO-bound,"T4648,T2621",False
T8367,Task_8367,39,6,38,2,4,1167,887,65,data-intensive,,True
T8368,Task_8368,16,8,59,4,2,1133,303,231,computation,T4284,True
T8369,Task_8369,13,8,32,5,1,816,656,102,data-intensive,T3114,True
T8370,Task_8370,10,9,29,5,1,661,951,459,IO-bound,,True
T8371,Task_8371,49,6,90,4,1,1985,714,299,IO-bound,,False
T8372,Task_8372,34,7,40,1,4,895,755,250,IO-bound,,False
T8373,Task_8373,34,3,84,4,4,1715,897,168,computation,T5354,False
T8374,Task_8374,1,9,59,3,1,1207,369,100,IO-bound,T5893,False
T8375,Task_8375,4,4,32,3,1,581,598,471,data-intensive,"T4918,T4353",False
T8376,Task_8376,35,4,96,1,1,773,582,127,computation,"T5278,T7704",True
T8377,Task_8377,30,10,90,2,1,726,855,42,data-intensive,,False
T8378,Task_8378,19,9,54,5,2,1239,266,231,IO-bound,"T7544,T5987",True
T8379,Task_8379,36,1,85,2,3,1605,753,416,data-intensive,,False
T8380,Task_8380,33,10,97,2,1,1616,556,211,computation,,True
T8381,Task_8381,43,7,57,5,1,554,852,339,data-intensive,T5896,False
T8382,Task_8382,37,8,71,5,3,545,918,96,computation,,False
T8383,Task_8383,7,7,90,2,3,935,693,249,data-intensive,T3926,False
T8384,Task_8384,5,7,32,1,3,1619,178,379,computation,,True
T8385,Task_8385,29,4,73,2,4,1871,630,447,data-intensive,T113,False
T8386,Task_8386,43,6,44,4,1,1718,405,63,data-intensive,,False
T8387,Task_8387,9,5,94,5,2,823,333,11,IO-bound,T1652,True
T8388,Task_8388,48,2,50,5,1,1816,732,7,computation,,True
T8389,Task_8389,5,9,57,2,4,1957,769,37,computation,"T7077,T6251",True
T8390,Task_8390,3,6,25,4,4,685,651,302,IO-bound,,False
T8391,Task_8391,13,6,68,3,2,1656,668,163,data-intensive,,False
T8392,Task_8392,24,2,24,4,1,337,424,465,data-intensive,,False
T8393,Task_8393,43,6,71,4,1,377,826,242,computation,,True
T8394,Task_8394,23,5,57,4,1,1696,368,92,computation,,True
T8395,Task_8395,46,9,66,1,3,802,910,82,data-intensive,,True
T8396,Task_8396,44,1,95,3,1,1237,735,34,computation,T2761,True
T8397,Task_8397,18,3,91,1,3,1261,838,290,data-intensive,T2555,True
T8398,Task_8398,26,3,89,2,1,1374,797,77,computation,"T177,T1372",False
T8399,Task_8399,11,8,42,2,4,604,680,403,IO-bound,T6496,True
T8400,Task_8400,0,4,59,5,1,1431,110,153,data-intensive,T1079,True
T8401,Task_8401,9,8,83,2,3,856,216,74,data-intensive,T6381,True
T8402,Task_8402,18,3,91,3,2,1950,651,63,computation,,True
T8403,Task_8403,3,10,96,4,2,1161,163,427,data-intensive,"T3409,T6811",True
T8404,Task_8404,4,6,71,4,4,383,477,239,data-intensive,T6172,False
T8405,Task_8405,27,6,26,5,3,1614,234,59,data-intensive,,True
T8406,Task_8406,7,8,73,3,4,1751,804,236,computation,"T6176,T7197",True
T8407,Task_8407,34,7,84,1,3,1309,649,163,data-intensive,T465,True
T8408,Task_8408,50,3,51,2,3,578,135,473,data-intensive,,False
T8409,Task_8409,12,6,100,4,1,1728,135,203,computation,T7494,False
T8410,Task_8410,26,5,85,4,3,1741,273,314,data-intensive,"T5825,T790",True
T8411,Task_8411,22,5,93,3,4,536,216,329,data-intensive,"T7128,T5289",False
T8412,Task_8412,37,1,45,1,4,1805,305,267,computation,T4004,True
T8413,Task_8413,18,8,69,4,1,1888,937,231,data-intensive,"T2076,T5570",True
T8414,Task_8414,7,7,45,1,4,1621,479,285,data-intensive,"T2241,T6009",True
T8415,Task_8415,47,2,55,1,2,998,674,147,computation,"T4129,T2711",True
T8416,Task_8416,46,6,57,3,2,1176,761,171,IO-bound,"T2646,T3404",False
T8417,Task_8417,14,4,87,3,2,1396,117,493,data-intensive,,True
T8418,Task_8418,29,10,100,5,2,526,372,471,data-intensive,"T7377,T5911",False
T8419,Task_8419,15,7,31,3,4,1615,182,79,computation,"T3461,T3487",True
T8420,Task_8420,35,8,51,5,4,613,950,64,IO-bound,"T6552,T4620",False
T8421,Task_8421,17,4,47,5,1,1254,913,81,data-intensive,T5113,True
T8422,Task_8422,49,10,52,2,1,1097,374,199,IO-bound,,True
T8423,Task_8423,32,2,61,2,3,1439,291,230,data-intensive,,True
T8424,Task_8424,49,10,33,3,2,278,408,299,data-intensive,"T4978,T3738",True
T8425,Task_8425,40,3,24,5,3,1824,387,460,computation,T3972,False
T8426,Task_8426,39,4,39,2,3,1904,997,161,data-intensive,"T5205,T421",False
T8427,Task_8427,40,3,90,3,2,1399,865,452,IO-bound,T4832,False
T8428,Task_8428,32,7,53,1,3,1291,452,43,data-intensive,,False
T8429,Task_8429,24,8,41,4,2,1684,583,253,IO-bound,T5384,False
T8430,Task_8430,12,7,44,3,3,1941,547,371,computation,T3705,False
T8431,Task_8431,5,6,72,5,2,543,654,357,data-intensive,,False
T8432,Task_8432,28,8,73,2,3,518,867,347,computation,T1284,False
T8433,Task_8433,1,1,66,1,1,368,770,211,computation,"T28,T6892",False
T8434,Task_8434,45,9,66,2,2,1531,251,150,IO-bound,T6187,False
T8435,Task_8435,36,2,58,1,1,650,667,259,data-intensive,"T3662,T7645",False
T8436,Task_8436,21,1,99,5,2,1024,396,30,IO-bound,,False
T8437,Task_8437,8,3,98,2,4,1919,490,356,computation,,True
T8438,Task_8438,14,8,81,1,4,1894,213,417,computation,"T7667,T597",False
T8439,Task_8439,31,9,38,2,2,373,562,125,data-intensive,,False
T8440,Task_8440,46,8,88,4,2,1740,694,489,IO-bound,,False
T8441,Task_8441,1,1,52,5,4,1872,136,157,IO-bound,"T5764,T6475",True
T8442,Task_8442,36,2,82,1,3,1452,946,257,data-intensive,,True
T8443,Task_8443,41,8,87,1,4,394,606,319,computation,,False
T8444,Task_8444,20,6,89,3,1,1051,825,399,computation,"T6430,T880",True
T8445,Task_8445,43,4,55,2,4,804,319,286,data-intensive,,True
T8446,Task_8446,32,4,73,1,2,1504,484,49,data-intensive,,True
T8447,Task_8447,8,3,22,4,4,321,409,241,computation,"T21,T3804",True
T8448,Task_8448,32,10,32,4,3,1171,346,241,computation,T6394,False
T8449,Task_8449,50,10,87,2,2,1636,318,241,computation,"T38,T2577",True
T8450,Task_8450,23,2,91,5,3,576,155,59,IO-bound,,False
T8451,Task_8451,37,8,40,2,4,825,361,32,IO-bound,,False
T8452,Task_8452,47,5,95,2,2,1785,996,334,IO-bound,,True
T8453,Task_8453,46,2,23,1,3,693,134,366,data-intensive,"T4754,T5021",True
T8454,Task_8454,23,3,72,3,2,1146,425,27,computation,"T5834,T4225",True
T8455,Task_8455,34,6,77,1,4,1157,539,481,computation,"T8424,T5163",True
T8456,Task_8456,26,10,29,5,3,409,571,124,IO-bound,,False
T8457,Task_8457,18,10,81,1,3,790,892,443,computation,,True
T8458,Task_8458,11,5,47,4,4,1084,742,177,computation,"T1321,T3461",True
T8459,Task_8459,38,9,29,2,2,303,336,298,IO-bound,T3990,False
T8460,Task_8460,30,5,68,2,1,1904,286,238,computation,T897,False
T8461,Task_8461,15,8,90,2,3,887,438,492,IO-bound,T4059,True
T8462,Task_8462,28,2,57,1,1,988,539,454,data-intensive,,True
T8463,Task_8463,46,7,21,5,1,1264,615,76,IO-bound,,True
T8464,Task_8464,39,1,33,1,4,1797,192,247,data-intensive,T5466,True
T8465,Task_8465,22,2,22,2,2,1333,748,399,data-intensive,,False
T8466,Task_8466,40,5,43,5,3,2048,236,318,computation,T2303,False
T8467,Task_8467,47,10,99,3,3,1167,952,135,computation,T1162,True
T8468,Task_8468,19,1,92,1,2,635,217,45,data-intensive,"T115,T6898",False
T8469,Task_8469,43,7,24,2,2,1400,554,338,data-intensive,,True
T8470,Task_8470,29,6,40,2,2,1889,759,213,data-intensive,T6356,True
T8471,Task_8471,45,2,23,1,1,1214,402,141,IO-bound,"T174,T8138",False
T8472,Task_8472,32,10,40,4,2,662,801,109,IO-bound,,False
T8473,Task_8473,10,4,76,5,2,1510,857,107,data-intensive,,True
T8474,Task_8474,24,5,64,4,3,1271,982,451,IO-bound,T468,True
T8475,Task_8475,23,3,62,4,4,580,705,468,IO-bound,,True
T8476,Task_8476,8,5,49,1,4,334,714,359,IO-bound,T5109,False
T8477,Task_8477,16,7,20,5,2,1524,147,394,IO-bound,"T5294,T2322",False
T8478,Task_8478,35,6,37,5,3,1489,538,144,IO-bound,"T1486,T1766",True
T8479,Task_8479,0,4,39,1,1,1085,364,106,IO-bound,,False
T8480,Task_8480,10,6,57,4,3,1832,948,488,computation,T4165,True
T8481,Task_8481,11,9,26,2,1,438,733,489,data-intensive,,True
T8482,Task_8482,41,10,33,4,2,420,363,200,IO-bound,"T3696,T659",True
T8483,Task_8483,16,10,84,5,1,1165,978,95,computation,T1214,False
T8484,Task_8484,47,10,35,4,3,1849,456,177,data-intensive,"T423,T6610",True
T8485,Task_8485,49,9,49,5,2,835,656,309,data-intensive,"T8198,T984",True
T8486,Task_8486,44,3,33,5,3,1004,361,206,data-intensive,"T7408,T557",False
T8487,Task_8487,28,6,90,5,3,286,637,44,data-intensive,"T8233,T7928",True
T8488,Task_8488,45,6,37,5,2,676,516,200,IO-bound,"T5599,T2486",True
T8489,Task_8489,30,1,32,1,1,1050,343,282,IO-bound,,True
T8490,Task_8490,28,4,73,5,4,1921,142,107,computation,"T4107,T6468",True
T8491,Task_8491,35,5,43,3,2,919,468,204,IO-bound,"T5874,T4088",True
T8492,Task_8492,49,8,78,5,4,1034,811,458,IO-bound,"T5396,T2987",False
T8493,Task_8493,27,8,82,2,3,1675,422,374,computation,T5602,True
T8494,Task_8494,50,3,81,3,1,1193,773,277,computation,T4234,False
T8495,Task_8495,40,6,87,3,4,1107,646,220,IO-bound,"T7384,T445",True
T8496,Task_8496,2,1,98,1,3,668,969,191,IO-bound,T3415,False
T8497,Task_8497,9,2,66,5,3,1891,398,229,computation,,False
T8498,Task_8498,4,9,33,3,3,2015,396,30,computation,T3012,False
T8499,Task_8499,23,8,100,2,3,385,985,469,data-intensive,,True
T8500,Task_8500,30,4,73,4,1,906,999,71,IO-bound,"T1292,T8042",True
T8501,Task_8501,33,1,56,1,3,1256,130,337,data-intensive,,False
T8502,Task_8502,18,3,86,5,1,1377,149,8,data-intensive,T2773,False
T8503,Task_8503,46,2,89,3,4,963,162,390,computation,T1124,False
T8504,Task_8504,37,9,58,3,3,1986,853,382,computation,T5195,True
T8505,Task_8505,39,6,34,4,1,649,131,210,data-intensive,"T5368,T6317",False
T8506,Task_8506,1,3,21,4,1,1854,522,156,data-intensive,,False
T8507,Task_8507,50,7,47,5,4,1138,117,480,computation,"T1356,T4534",False
T8508,Task_8508,34,9,33,4,3,354,194,289,computation,T2674,True
T8509,Task_8509,24,5,66,1,1,1557,613,57,computation,T40,True
T8510,Task_8510,15,8,91,2,2,662,538,468,IO-bound,,False
T8511,Task_8511,41,9,55,3,3,1846,360,464,computation,T4379,True
T8512,Task_8512,0,9,93,3,4,1227,325,411,data-intensive,"T1881,T1524",True
T8513,Task_8513,2,9,30,4,4,1538,213,212,computation,"T5012,T8298",False
T8514,Task_8514,2,5,32,1,2,891,846,239,computation,T8452,False
T8515,Task_8515,50,4,48,2,2,542,113,227,computation,"T4030,T6022",False
T8516,Task_8516,8,4,92,5,1,1980,984,114,IO-bound,T650,True
T8517,Task_8517,29,4,36,3,3,334,968,426,computation,T619,True
T8518,Task_8518,46,6,34,2,3,1452,340,453,computation,"T6525,T1899",False
T8519,Task_8519,27,3,27,5,4,1945,304,120,IO-bound,"T5140,T2822",False
T8520,Task_8520,48,4,63,4,4,1073,736,357,IO-bound,T7309,True
T8521,Task_8521,2,9,59,3,1,1780,399,314,computation,T5284,True
T8522,Task_8522,30,7,47,5,3,1158,753,47,computation,T1538,True
T8523,Task_8523,36,10,92,5,1,1572,284,221,computation,,False
T8524,Task_8524,9,3,81,4,4,1272,454,307,computation,"T3530,T3492",True
T8525,Task_8525,28,3,54,2,4,1224,860,67,data-intensive,,False
T8526,Task_8526,10,10,79,1,1,924,471,73,IO-bound,"T1412,T5103",False
T8527,Task_8527,16,8,72,4,3,1711,391,280,computation,"T2405,T802",False
T8528,Task_8528,22,9,73,4,4,516,900,420,computation,,False
T8529,Task_8529,48,6,39,3,2,335,104,240,IO-bound,T1918,True
T8530,Task_8530,43,5,64,1,2,936,687,65,data-intensive,T6682,False
T8531,Task_8531,17,7,27,2,4,309,811,456,data-intensive,,False
T8532,Task_8532,0,3,87,4,4,518,569,250,data-intensive,"T8121,T5351",True
T8533,Task_8533,49,2,94,4,2,360,674,419,data-intensive,"T5839,T3882",True
T8534,Task_8534,14,3,47,2,1,884,899,192,data-intensive,"T3945,T5172",True
T8535,Task_8535,1,9,57,5,3,721,860,297,computation,T766,False
T8536,Task_8536,25,6,24,5,1,2000,644,464,data-intensive,,False
T8537,Task_8537,22,3,50,1,4,929,947,270,IO-bound,"T4276,T3923",True
T8538,Task_8538,23,4,76,4,3,1751,153,381,computation,T6782,False
T8539,Task_8539,40,8,99,1,4,1945,314,405,data-intensive,,False
T8540,Task_8540,33,10,34,5,3,2033,345,477,computation,,True
T8541,Task_8541,44,2,89,3,1,487,495,71,IO-bound,"T6078,T174",False
T8542,Task_8542,46,5,38,5,1,1840,796,242,data-intensive,,True
T8543,Task_8543,17,10,23,5,2,1471,677,348,computation,,True
T8544,Task_8544,7,10,74,3,3,1603,111,2,IO-bound,,True
T8545,Task_8545,19,4,43,3,3,684,378,390,IO-bound,T4970,True
T8546,Task_8546,6,7,73,4,1,1885,306,380,computation,,False
T8547,Task_8547,19,5,92,4,3,1868,137,220,data-intensive,,True
T8548,Task_8548,46,4,23,1,2,1353,322,181,data-intensive,,True
T8549,Task_8549,10,2,28,5,1,1195,188,472,IO-bound,T3512,True
T8550,Task_8550,11,6,80,5,1,764,147,471,data-intensive,T1322,False
T8551,Task_8551,0,4,79,5,2,1131,334,434,IO-bound,"T8075,T5749",True
T8552,Task_8552,38,3,92,4,1,280,346,244,computation,,False
T8553,Task_8553,6,1,29,4,4,1194,564,269,IO-bound,,False
T8554,Task_8554,27,2,30,4,4,1150,847,477,IO-bound,,True
T8555,Task_8555,18,10,81,3,1,307,787,172,data-intensive,,True
T8556,Task_8556,20,3,77,3,1,1795,692,102,data-intensive,,False
T8557,Task_8557,44,2,52,1,4,1121,897,340,computation,T5749,True
T8558,Task_8558,34,7,92,2,3,684,830,150,IO-bound,T2665,False
T8559,Task_8559,11,4,82,3,2,1201,664,198,IO-bound,"T4203,T3020",False
T8560,Task_8560,23,8,84,3,2,1857,862,158,computation,"T4149,T1984",False
T8561,Task_8561,50,7,72,5,2,1928,828,50,data-intensive,T5859,True
T8562,Task_8562,11,8,28,4,4,1133,586,242,IO-bound,T4976,True
T8563,Task_8563,10,2,88,2,3,979,233,93,IO-bound,"T2925,T375",True
T8564,Task_8564,8,4,57,2,1,1497,424,88,data-intensive,,False
T8565,Task_8565,47,10,63,2,4,1966,935,324,data-intensive,"T7244,T3925",True
T8566,Task_8566,8,6,78,4,2,530,634,233,computation,,False
T8567,Task_8567,3,2,88,3,2,1612,113,337,data-intensive,,False
T8568,Task_8568,16,3,25,3,2,861,899,264,computation,,False
T8569,Task_8569,7,1,53,5,2,2003,791,372,computation,"T8321,T7412",False
T8570,Task_8570,19,8,77,4,4,503,244,199,computation,,True
T8571,Task_8571,0,6,89,1,1,1512,749,498,IO-bound,"T6725,T834",False
T8572,Task_8572,19,4,74,5,2,913,675,12,IO-bound,"T2330,T679",False
T8573,Task_8573,41,6,92,1,2,1831,224,406,IO-bound,T3307,True
T8574,Task_8574,19,6,45,1,2,1158,855,300,IO-bound,T7575,True
T8575,Task_8575,2,1,96,2,3,305,838,193,computation,T8263,False
T8576,Task_8576,34,1,48,2,3,1020,748,484,computation,"T3058,T5013",False
T8577,Task_8577,19,6,20,4,1,1493,267,252,data-intensive,T3189,True
T8578,Task_8578,3,2,23,1,2,1803,537,472,computation,T6675,False
T8579,Task_8579,0,1,56,5,2,1386,796,83,data-intensive,T8365,False
T8580,Task_8580,44,10,78,1,1,667,329,187,computation,"T7607,T4308",False
T8581,Task_8581,9,7,78,3,3,1285,967,110,IO-bound,,True
T8582,Task_8582,2,9,100,3,3,1734,435,273,data-intensive,"T5351,T3111",False
T8583,Task_8583,27,1,91,4,4,1588,881,443,IO-bound,,True
T8584,Task_8584,27,2,34,1,2,1194,453,242,computation,T2556,False
T8585,Task_8585,2,5,83,2,3,779,971,287,data-intensive,,True
T8586,Task_8586,41,7,80,3,1,625,104,144,computation,,False
T8587,Task_8587,3,2,76,1,3,1290,537,88,IO-bound,"T2927,T7063",True
T8588,Task_8588,40,3,33,4,2,835,833,434,data-intensive,T3377,True
T8589,Task_8589,16,7,28,3,3,1685,619,213,IO-bound,"T352,T3715",False
T8590,Task_8590,28,7,56,4,3,1983,158,94,IO-bound,T7094,False
T8591,Task_8591,4,6,28,1,1,1237,740,498,computation,"T6039,T832",False
T8592,Task_8592,46,5,60,3,3,1188,433,478,data-intensive,"T5916,T90",False
T8593,Task_8593,17,9,32,2,2,1549,652,18,computation,T1643,True
T8594,Task_8594,26,10,98,4,2,1855,725,87,data-intensive,"T7636,T4621",True
T8595,Task_8595,2,4,58,4,3,1201,803,238,IO-bound,,True
T8596,Task_8596,10,8,85,3,2,416,676,401,IO-bound,,True
T8597,Task_8597,27,8,29,5,1,1502,896,350,data-intensive,T2996,False
T8598,Task_8598,20,2,91,1,1,530,487,475,computation,T2645,False
T8599,Task_8599,18,4,94,5,4,1950,926,436,IO-bound,,False
T8600,Task_8600,33,5,43,3,4,1962,413,98,IO-bound,,True
T8601,Task_8601,42,8,36,2,4,884,113,15,IO-bound,"T427,T4604",False
T8602,Task_8602,44,1,72,5,2,1388,414,6,IO-bound,"T3428,T5341",False
T8603,Task_8603,11,5,84,2,4,1238,888,233,data-intensive,T4210,True
T8604,Task_8604,24,1,66,2,3,2004,948,252,IO-bound,,True
T8605,Task_8605,10,8,41,3,2,1272,935,424,data-intensive,"T6189,T5424",True
T8606,Task_8606,46,8,63,5,1,570,102,374,IO-bound,,True
T8607,Task_8607,20,7,34,3,4,1475,987,356,data-intensive,T386,True
T8608,Task_8608,17,8,92,4,2,1202,178,486,IO-bound,T305,True
T8609,Task_8609,24,3,58,2,1,1215,351,237,data-intensive,T4432,True
T8610,Task_8610,3,1,45,4,2,1439,252,468,IO-bound,T8105,True
T8611,Task_8611,31,7,96,3,2,1487,218,491,IO-bound,T915,False
T8612,Task_8612,43,7,93,4,2,560,852,17,IO-bound,"T6989,T3490",True
T8613,Task_8613,15,5,72,4,3,759,379,248,computation,"T1611,T1930",False
T8614,Task_8614,10,5,77,1,3,1385,167,27,computation,,True
T8615,Task_8615,45,1,25,3,4,1397,143,370,computation,,False
T8616,Task_8616,3,9,96,3,3,1972,535,172,data-intensive,,False
T8617,Task_8617,33,6,78,1,4,1464,272,447,data-intensive,,False
T8618,Task_8618,43,9,56,3,2,1402,212,150,computation,,False
T8619,Task_8619,46,3,69,5,4,962,682,319,IO-bound,,False
T8620,Task_8620,48,4,62,4,2,1209,804,317,IO-bound,,False
T8621,Task_8621,47,8,34,2,3,721,270,387,computation,"T2769,T5909",True
T8622,Task_8622,6,7,44,2,1,892,765,290,IO-bound,T4202,True
T8623,Task_8623,0,1,71,4,2,724,602,218,computation,T5747,False
T8624,Task_8624,42,8,77,3,4,1024,743,377,computation,T797,False
T8625,Task_8625,10,10,29,4,1,634,912,44,IO-bound,"T1969,T1976",False
T8626,Task_8626,15,5,41,4,4,694,563,185,computation,T829,False
T8627,Task_8627,22,9,85,5,4,1592,176,116,computation,"T2358,T5122",True
T8628,Task_8628,41,3,64,3,2,711,729,163,data-intensive,T422,True
T8629,Task_8629,10,1,71,5,4,794,708,155,data-intensive,,False
T8630,Task_8630,21,6,85,5,2,1271,142,45,data-intensive,,False
T8631,Task_8631,18,4,64,3,1,2046,356,474,IO-bound,T2425,False
T8632,Task_8632,48,6,84,2,4,1746,427,340,data-intensive,,False
T8633,Task_8633,0,6,98,4,2,1801,901,426,data-intensive,,True
T8634,Task_8634,24,8,36,5,4,1930,956,40,computation,,False
T8635,Task_8635,20,7,89,4,1,1302,789,439,IO-bound,,True
T8636,Task_8636,0,2,92,4,2,2029,399,353,computation,"T4727,T4474",True
T8637,Task_8637,44,5,99,1,3,1725,694,333,computation,"T4951,T6340",False
T8638,Task_8638,7,8,66,2,2,788,668,109,computation,,False
T8639,Task_8639,31,9,64,2,2,1872,837,141,data-intensive,T313,False
T8640,Task_8640,30,1,27,3,1,1934,916,18,computation,"T3309,T1294",False
T8641,Task_8641,43,4,93,3,2,683,958,228,data-intensive,,False
T8642,Task_8642,45,5,75,2,1,1222,128,63,computation,,True
T8643,Task_8643,22,2,36,5,2,730,324,359,computation,,True
T8644,Task_8644,20,7,72,5,4,261,167,61,IO-bound,T4954,False
T8645,Task_8645,33,10,47,3,1,381,669,53,IO-bound,"T7619,T6131",False
T8646,Task_8646,0,5,31,4,1,1878,341,249,data-intensive,,True
T8647,Task_8647,17,5,79,5,4,1364,125,22,IO-bound,,True
T8648,Task_8648,49,4,49,2,1,1266,932,406,data-intensive,T728,True
T8649,Task_8649,25,4,85,3,2,709,1000,47,IO-bound,"T6917,T1000",True
T8650,Task_8650,19,10,73,4,1,397,917,59,computation,"T6846,T5177",True
T8651,Task_8651,23,7,69,5,1,303,602,412,data-intensive,T3425,True
T8652,Task_8652,6,7,34,2,4,1707,650,173,IO-bound,"T5490,T3847",False
T8653,Task_8653,17,5,79,5,1,1904,843,38,IO-bound,,False
T8654,Task_8654,18,10,71,4,4,391,238,494,computation,"T5179,T4176",False
T8655,Task_8655,32,1,42,5,3,883,859,224,computation,T7246,False
T8656,Task_8656,26,10,73,4,1,1671,316,360,data-intensive,,True
T8657,Task_8657,17,8,57,5,4,971,544,34,computation,,False
T8658,Task_8658,26,4,29,3,3,1116,900,198,computation,"T3893,T5531",False
T8659,Task_8659,43,7,62,4,4,1195,394,294,data-intensive,T1058,True
T8660,Task_8660,4,7,55,1,2,1222,863,442,IO-bound,T3321,False
T8661,Task_8661,49,5,36,4,1,1732,396,317,computation,T424,False
T8662,Task_8662,33,5,67,4,3,1042,792,443,IO-bound,,False
T8663,Task_8663,49,9,83,3,1,1703,386,190,data-intensive,T2984,False
T8664,Task_8664,30,7,48,4,2,1640,593,73,computation,T4105,True
T8665,Task_8665,19,5,33,5,4,1443,731,394,computation,"T3791,T1303",True
T8666,Task_8666,50,2,44,4,2,1687,705,108,data-intensive,T4782,True
T8667,Task_8667,39,5,31,3,2,1870,258,227,data-intensive,"T6757,T7309",True
T8668,Task_8668,28,1,82,3,4,2048,685,259,data-intensive,,False
T8669,Task_8669,48,5,41,5,1,1778,403,227,computation,"T6322,T4233",True
T8670,Task_8670,11,3,36,3,3,1457,495,191,computation,,True
T8671,Task_8671,47,4,62,3,3,881,571,256,data-intensive,T7440,True
T8672,Task_8672,21,4,43,2,1,1563,820,166,data-intensive,T5117,False
T8673,Task_8673,2,4,69,3,4,1155,227,144,computation,,False
T8674,Task_8674,29,9,84,2,3,1459,434,423,data-intensive,T1473,False
T8675,Task_8675,46,4,20,1,4,1633,981,12,data-intensive,T4644,False
T8676,Task_8676,0,10,31,1,2,428,871,271,IO-bound,,True
T8677,Task_8677,49,9,62,5,3,1308,809,490,computation,"T698,T1515",False
T8678,Task_8678,25,2,39,3,2,1561,979,483,computation,"T5828,T2810",True
T8679,Task_8679,27,8,69,5,3,394,340,83,computation,"T7000,T22",False
T8680,Task_8680,10,7,63,1,4,640,662,87,data-intensive,T4000,False
T8681,Task_8681,38,2,69,2,2,1907,281,120,computation,T5965,True
T8682,Task_8682,36,8,66,1,1,1350,120,178,IO-bound,T8346,False
T8683,Task_8683,21,10,97,3,1,1032,197,170,IO-bound,"T1550,T3672",False
T8684,Task_8684,7,10,40,4,1,1032,625,345,computation,T7995,True
T8685,Task_8685,25,1,76,5,1,430,736,489,computation,T4004,False
T8686,Task_8686,20,3,91,2,2,1367,810,158,IO-bound,"T8365,T8381",False
T8687,Task_8687,25,6,46,5,1,1647,199,42,IO-bound,T4629,True
T8688,Task_8688,22,4,43,2,4,793,454,229,data-intensive,T4189,False
T8689,Task_8689,36,2,38,3,4,907,867,205,IO-bound,,False
T8690,Task_8690,34,4,52,1,1,701,507,205,IO-bound,"T3952,T856",True
T8691,Task_8691,32,3,60,2,4,1162,804,292,IO-bound,,True
T8692,Task_8692,22,1,35,4,2,847,791,294,computation,"T5581,T607",True
T8693,Task_8693,8,4,27,4,1,300,766,3,IO-bound,,True
T8694,Task_8694,12,2,27,1,3,395,330,89,IO-bound,"T3704,T7667",True
T8695,Task_8695,29,3,79,2,2,1551,907,183,IO-bound,,True
T8696,Task_8696,46,6,57,1,4,1874,202,290,computation,"T8413,T2601",False
T8697,Task_8697,30,8,44,5,2,783,616,285,computation,T2760,True
T8698,Task_8698,17,2,71,5,1,1514,836,26,data-intensive,T7840,False
T8699,Task_8699,50,7,47,5,2,1643,468,25,computation,T2722,False
T8700,Task_8700,36,10,32,4,2,2024,861,190,computation,,True
T8701,Task_8701,19,2,39,1,3,1593,607,180,computation,"T8673,T4099",True
T8702,Task_8702,48,5,61,5,3,1172,567,4,computation,,True
T8703,Task_8703,28,1,51,3,1,974,966,296,computation,,True
T8704,Task_8704,31,5,35,3,1,634,929,358,computation,T8410,False
T8705,Task_8705,30,2,39,3,3,876,472,58,IO-bound,T6709,True
T8706,Task_8706,1,10,57,2,4,1225,283,282,computation,"T1035,T2580",False
T8707,Task_8707,17,6,69,3,2,1876,315,144,data-intensive,T7314,True
T8708,Task_8708,23,4,30,1,2,1135,914,475,IO-bound,,True
T8709,Task_8709,32,8,42,1,1,710,426,58,IO-bound,T8096,True
T8710,Task_8710,35,8,62,4,4,1990,413,163,computation,T3754,False
T8711,Task_8711,21,4,23,5,3,1465,131,232,data-intensive,T7280,False
T8712,Task_8712,50,4,69,5,1,277,800,100,data-intensive,"T5884,T7797",False
T8713,Task_8713,37,7,36,5,2,729,417,386,computation,,True
T8714,Task_8714,42,4,98,5,3,1025,165,214,data-intensive,T362,False
T8715,Task_8715,35,1,79,2,3,1656,788,216,IO-bound,,True
T8716,Task_8716,47,5,31,5,4,1968,336,128,IO-bound,T3941,False
T8717,Task_8717,5,9,22,5,1,1592,291,2,computation,,True
T8718,Task_8718,44,4,84,1,1,1223,617,283,IO-bound,,False
T8719,Task_8719,0,6,30,2,4,603,815,7,computation,,True
T8720,Task_8720,43,7,23,5,3,447,738,451,data-intensive,T800,False
T8721,Task_8721,47,10,37,4,1,1775,292,233,computation,T7751,True
T8722,Task_8722,24,6,73,1,4,1418,582,324,computation,,False
T8723,Task_8723,11,6,84,1,3,306,289,488,computation,"T2451,T5285",True
T8724,Task_8724,23,10,53,5,2,1552,541,455,computation,T7056,True
T8725,Task_8725,43,8,60,1,2,1228,294,225,computation,T5911,True
T8726,Task_8726,1,7,42,3,3,1923,935,205,IO-bound,T5590,False
T8727,Task_8727,1,6,47,5,3,1138,650,116,data-intensive,,True
T8728,Task_8728,45,9,62,3,4,655,116,102,IO-bound,,False
T8729,Task_8729,46,10,62,3,2,288,854,41,data-intensive,,True
T8730,Task_8730,6,2,68,2,1,1233,834,77,data-intensive,T1044,True
